SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM,GAME_DATE,GAME_ID,MATCHUP,TEAM_ID,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
22022,1630231,kj martin,PHI,2023-04-09,0022201222,HOU @ WAS,1610612745,21,5,12,0.417,0,2,0.0,2,2,1.0,0,3,3,1,0,0,0,1,12
22022,1630231,kj martin,PHI,2023-04-07,0022201202,HOU @ CHA,1610612745,39,7,10,0.7,0,0,,0,2,0.0,2,4,6,3,2,0,1,1,14
22022,1630231,kj martin,PHI,2023-04-04,0022201183,HOU vs. DEN,1610612745,27,5,8,0.625,0,0,,2,3,0.667,2,3,5,1,0,0,0,3,12
22022,1630231,kj martin,PHI,2023-04-02,0022201171,HOU vs. LAL,1610612745,28,5,8,0.625,1,2,0.5,0,0,,3,2,5,1,0,0,1,1,11
22022,1630231,kj martin,PHI,2023-03-31,0022201155,HOU vs. DET,1610612745,35,3,6,0.5,0,2,0.0,9,12,0.75,1,5,6,1,0,2,0,3,15
22022,1630231,kj martin,PHI,2023-03-29,0022201137,HOU @ BKN,1610612745,34,6,13,0.462,3,5,0.6,0,0,,2,5,7,1,0,0,0,2,15
22022,1630231,kj martin,PHI,2023-03-27,0022201124,HOU @ NYK,1610612745,33,7,11,0.636,1,3,0.333,3,4,0.75,1,5,6,2,1,0,1,1,18
22022,1630231,kj martin,PHI,2023-03-26,0022201117,HOU @ CLE,1610612745,31,6,8,0.75,1,2,0.5,0,0,,2,2,4,2,0,0,3,4,13
22022,1630231,kj martin,PHI,2023-03-24,0022201100,HOU @ MEM,1610612745,30,4,6,0.667,0,1,0.0,2,2,1.0,0,3,3,2,0,1,1,3,10
22022,1630231,kj martin,PHI,2023-03-22,0022201088,HOU @ MEM,1610612745,39,12,18,0.667,2,5,0.4,5,8,0.625,3,3,6,0,0,2,0,1,31
22022,1630231,kj martin,PHI,2023-03-20,0022201074,HOU vs. GSW,1610612745,33,5,12,0.417,0,4,0.0,3,3,1.0,1,2,3,1,2,0,0,0,13
22022,1630231,kj martin,PHI,2023-03-19,0022201067,HOU vs. NOP,1610612745,28,3,5,0.6,2,4,0.5,0,0,,1,4,5,0,0,0,1,3,8
22022,1630231,kj martin,PHI,2023-03-17,0022201051,HOU vs. NOP,1610612745,30,4,7,0.571,1,2,0.5,5,6,0.833,3,3,6,0,0,0,0,0,14
22022,1630231,kj martin,PHI,2023-03-15,0022201038,HOU vs. LAL,1610612745,33,7,11,0.636,0,2,0.0,2,2,1.0,2,6,8,3,1,0,4,3,16
22022,1630231,kj martin,PHI,2023-03-13,0022201024,HOU vs. BOS,1610612745,40,8,13,0.615,1,6,0.167,3,5,0.6,4,4,8,1,1,0,1,2,20
22022,1630231,kj martin,PHI,2023-03-11,0022201009,HOU vs. CHI,1610612745,31,6,11,0.545,2,4,0.5,2,3,0.667,0,1,1,1,0,0,1,1,16
22022,1630231,kj martin,PHI,2023-03-09,0022200993,HOU @ IND,1610612745,33,9,13,0.692,0,0,,5,8,0.625,2,1,3,1,2,0,1,0,23
22022,1630231,kj martin,PHI,2023-03-07,0022200981,HOU vs. BKN,1610612745,27,4,7,0.571,0,2,0.0,0,0,,0,4,4,1,0,0,1,1,8
22022,1630231,kj martin,PHI,2023-03-05,0022200967,HOU vs. SAS,1610612745,27,5,7,0.714,1,1,1.0,2,2,1.0,0,3,3,3,1,0,0,2,13
22022,1630231,kj martin,PHI,2023-03-04,0022200959,HOU @ SAS,1610612745,38,6,12,0.5,0,2,0.0,2,2,1.0,2,11,13,2,1,0,4,3,14
22022,1630231,kj martin,PHI,2023-03-01,0022200938,HOU vs. MEM,1610612745,34,8,12,0.667,2,5,0.4,1,2,0.5,2,4,6,0,0,0,1,3,19
22022,1630231,kj martin,PHI,2023-02-28,0022200926,HOU vs. DEN,1610612745,27,7,13,0.538,0,2,0.0,1,1,1.0,2,1,3,2,2,0,0,2,15
22022,1630231,kj martin,PHI,2023-02-26,0022200917,HOU @ POR,1610612745,33,5,10,0.5,0,1,0.0,4,5,0.8,0,8,8,4,1,0,2,4,14
22022,1630231,kj martin,PHI,2023-02-24,0022200901,HOU @ GSW,1610612745,36,7,12,0.583,0,3,0.0,8,9,0.889,4,4,8,2,1,2,0,2,22
22022,1630231,kj martin,PHI,2023-02-15,0022200880,HOU @ OKC,1610612745,28,1,9,0.111,0,3,0.0,2,4,0.5,2,4,6,2,0,1,1,2,4
22022,1630231,kj martin,PHI,2023-02-13,0022200860,HOU @ PHI,1610612745,31,6,10,0.6,0,1,0.0,3,4,0.75,3,4,7,2,1,0,2,1,15
22022,1630231,kj martin,PHI,2023-02-10,0022200840,HOU @ MIA,1610612745,38,6,9,0.667,1,3,0.333,4,5,0.8,1,5,6,3,2,2,5,2,17
22022,1630231,kj martin,PHI,2023-02-08,0022200827,HOU vs. SAC,1610612745,35,5,8,0.625,1,3,0.333,4,4,1.0,1,4,5,0,1,2,2,3,15
22022,1630231,kj martin,PHI,2023-02-06,0022200812,HOU vs. SAC,1610612745,32,8,10,0.8,2,2,1.0,0,1,0.0,3,5,8,1,0,0,0,0,18
22022,1630231,kj martin,PHI,2023-02-04,0022200799,HOU @ OKC,1610612745,31,1,4,0.25,0,2,0.0,2,2,1.0,2,3,5,3,0,1,1,0,4
22022,1630231,kj martin,PHI,2023-02-03,0022200789,HOU vs. TOR,1610612745,35,8,9,0.889,1,1,1.0,3,3,1.0,0,6,6,3,0,1,1,3,20
22022,1630231,kj martin,PHI,2023-02-01,0022200773,HOU vs. OKC,1610612745,32,7,13,0.538,1,4,0.25,3,5,0.6,3,4,7,4,0,0,0,1,18
22022,1630231,kj martin,PHI,2023-01-28,0022200743,HOU @ DET,1610612745,27,7,11,0.636,0,1,0.0,1,2,0.5,3,10,13,1,0,1,1,3,15
22022,1630231,kj martin,PHI,2023-01-26,0022200733,HOU vs. CLE,1610612745,27,6,7,0.857,1,2,0.5,1,3,0.333,1,5,6,2,1,0,1,2,14
22022,1630231,kj martin,PHI,2023-01-25,0022200722,HOU vs. WAS,1610612745,34,8,13,0.615,0,0,,0,2,0.0,4,9,13,1,0,1,1,1,16
22022,1630231,kj martin,PHI,2023-01-23,0022200709,HOU vs. MIN,1610612745,33,2,5,0.4,0,1,0.0,2,2,1.0,0,7,7,2,3,0,1,2,6
22022,1630231,kj martin,PHI,2023-01-21,0022200696,HOU @ MIN,1610612745,30,6,12,0.5,0,3,0.0,3,4,0.75,2,7,9,2,0,0,2,2,15
22022,1630231,kj martin,PHI,2023-01-18,0022200671,HOU vs. CHA,1610612745,32,4,8,0.5,3,4,0.75,0,1,0.0,2,5,7,3,0,0,0,4,11
22022,1630231,kj martin,PHI,2023-01-16,0022200664,HOU @ LAL,1610612745,30,7,15,0.467,2,5,0.4,1,2,0.5,2,5,7,0,0,2,2,4,17
22022,1630231,kj martin,PHI,2023-01-15,0022200649,HOU @ LAC,1610612745,33,9,14,0.643,1,3,0.333,3,4,0.75,3,6,9,2,0,0,1,2,22
22022,1630231,kj martin,PHI,2023-01-13,0022200640,HOU @ SAC,1610612745,34,1,6,0.167,1,4,0.25,3,6,0.5,0,4,4,0,0,0,0,3,6
22022,1630231,kj martin,PHI,2023-01-11,0022200625,HOU @ SAC,1610612745,27,9,13,0.692,3,7,0.429,0,2,0.0,1,4,5,1,0,0,2,1,21
22022,1630231,kj martin,PHI,2023-01-08,0022200601,HOU vs. MIN,1610612745,22,5,8,0.625,1,3,0.333,1,2,0.5,2,3,5,2,0,0,1,2,12
22022,1630231,kj martin,PHI,2023-01-05,0022200578,HOU vs. UTA,1610612745,23,2,6,0.333,1,3,0.333,2,2,1.0,1,4,5,2,0,0,1,0,7
22022,1630231,kj martin,PHI,2023-01-04,0022200572,HOU @ NOP,1610612745,25,7,7,1.0,2,2,1.0,0,3,0.0,0,2,2,1,2,1,0,0,16
22022,1630231,kj martin,PHI,2023-01-02,0022200556,HOU vs. DAL,1610612745,20,2,8,0.25,0,2,0.0,1,1,1.0,2,4,6,0,0,0,2,2,5
22022,1630231,kj martin,PHI,2022-12-31,0022200541,HOU vs. NYK,1610612745,20,2,5,0.4,1,3,0.333,0,0,,0,3,3,2,1,0,2,2,5
22022,1630231,kj martin,PHI,2022-12-29,0022200528,HOU @ DAL,1610612745,17,2,3,0.667,0,1,0.0,0,0,,0,4,4,0,0,0,2,3,4
22022,1630231,kj martin,PHI,2022-12-27,0022200507,HOU @ BOS,1610612745,31,6,10,0.6,1,4,0.25,4,4,1.0,0,3,3,2,0,0,2,1,17
22022,1630231,kj martin,PHI,2022-12-26,0022200501,HOU @ CHI,1610612745,22,4,8,0.5,0,4,0.0,2,2,1.0,0,3,3,0,0,0,1,2,10
22022,1630231,kj martin,PHI,2022-12-23,0022200487,HOU vs. DAL,1610612745,30,4,7,0.571,2,2,1.0,0,0,,0,3,3,1,3,0,1,2,10
22022,1630231,kj martin,PHI,2022-12-21,0022200472,HOU vs. ORL,1610612745,28,7,11,0.636,2,4,0.5,2,2,1.0,2,3,5,4,0,0,0,2,18
22022,1630231,kj martin,PHI,2022-12-19,0022200455,HOU vs. SAS,1610612745,20,4,6,0.667,0,1,0.0,0,4,0.0,4,3,7,1,1,0,1,1,8
22022,1630231,kj martin,PHI,2022-12-17,0022200441,HOU vs. POR,1610612745,31,6,9,0.667,0,2,0.0,1,1,1.0,1,4,5,2,1,0,0,2,13
22022,1630231,kj martin,PHI,2022-12-15,0022200424,HOU vs. MIA,1610612745,21,4,8,0.5,1,4,0.25,1,2,0.5,0,3,3,1,0,0,0,1,10
22022,1630231,kj martin,PHI,2022-12-13,0022200411,HOU vs. PHX,1610612745,20,3,5,0.6,1,1,1.0,0,0,,1,3,4,0,0,0,1,2,7
22022,1630231,kj martin,PHI,2022-12-11,0022200401,HOU vs. MIL,1610612745,22,5,9,0.556,0,1,0.0,0,0,,3,4,7,2,1,1,1,1,10
22022,1630231,kj martin,PHI,2022-12-08,0022200375,HOU @ SAS,1610612745,21,1,3,0.333,0,2,0.0,1,4,0.25,2,2,4,3,0,0,2,0,3
22022,1630231,kj martin,PHI,2022-12-05,0022200356,HOU vs. PHI,1610612745,20,5,7,0.714,1,1,1.0,3,4,0.75,1,2,3,1,0,0,0,2,14
22022,1630231,kj martin,PHI,2022-12-03,0022200342,HOU @ GSW,1610612745,28,5,11,0.455,0,3,0.0,3,3,1.0,4,3,7,1,0,0,0,1,13
22022,1630231,kj martin,PHI,2022-12-02,0022200334,HOU @ PHX,1610612745,18,2,4,0.5,0,1,0.0,3,3,1.0,1,1,2,0,0,0,1,2,7
22022,1630231,kj martin,PHI,2022-11-30,0022200320,HOU @ DEN,1610612745,19,1,3,0.333,0,1,0.0,1,2,0.5,0,2,2,2,0,0,0,0,3
22022,1630231,kj martin,PHI,2022-11-28,0022200305,HOU @ DEN,1610612745,28,5,9,0.556,2,5,0.4,3,5,0.6,2,4,6,1,0,0,0,0,15
22022,1630231,kj martin,PHI,2022-11-26,0022200287,HOU vs. OKC,1610612745,14,1,5,0.2,0,2,0.0,1,2,0.5,1,4,5,1,0,0,2,0,3
22022,1630231,kj martin,PHI,2022-11-25,0022200278,HOU vs. ATL,1610612745,34,10,13,0.769,1,1,1.0,0,0,,5,10,15,2,1,0,5,3,21
22022,1630231,kj martin,PHI,2022-11-20,0022200245,HOU vs. GSW,1610612745,24,4,6,0.667,1,2,0.5,3,4,0.75,0,4,4,1,1,0,0,0,12
22022,1630231,kj martin,PHI,2022-11-18,0022200228,HOU vs. IND,1610612745,26,5,9,0.556,0,2,0.0,2,4,0.5,4,4,8,1,1,0,2,4,12
22022,1630231,kj martin,PHI,2022-11-16,0022200218,HOU @ DAL,1610612745,25,4,5,0.8,1,1,1.0,1,1,1.0,0,1,1,1,0,2,1,1,10
22022,1630231,kj martin,PHI,2022-11-14,0022200203,HOU vs. LAC,1610612745,21,4,7,0.571,0,2,0.0,0,0,,1,4,5,1,0,0,1,0,8
22022,1630231,kj martin,PHI,2022-11-12,0022200191,HOU @ NOP,1610612745,26,4,7,0.571,0,3,0.0,1,1,1.0,3,4,7,1,0,0,3,2,9
22022,1630231,kj martin,PHI,2022-11-09,0022200165,HOU @ TOR,1610612745,23,5,6,0.833,2,3,0.667,1,2,0.5,2,4,6,0,0,2,0,3,13
22022,1630231,kj martin,PHI,2022-11-07,0022200145,HOU @ ORL,1610612745,26,8,14,0.571,4,8,0.5,1,2,0.5,2,2,4,5,0,2,1,2,21
22022,1630231,kj martin,PHI,2022-11-05,0022200137,HOU @ MIN,1610612745,31,6,8,0.75,3,5,0.6,2,3,0.667,1,2,3,1,1,0,2,1,17
22022,1630231,kj martin,PHI,2022-11-02,0022200112,HOU vs. LAC,1610612745,20,1,2,0.5,0,1,0.0,0,0,,0,3,3,1,1,0,1,2,2
22022,1630231,kj martin,PHI,2022-10-31,0022200102,HOU @ LAC,1610612745,29,9,17,0.529,2,8,0.25,3,6,0.5,0,6,6,1,1,2,1,3,23
22022,1630231,kj martin,PHI,2022-10-30,0022200094,HOU @ PHX,1610612745,24,4,6,0.667,0,1,0.0,0,0,,2,1,3,1,0,0,1,1,8
22022,1630231,kj martin,PHI,2022-10-28,0022200080,HOU @ POR,1610612745,17,4,6,0.667,1,1,1.0,2,2,1.0,1,3,4,0,0,0,0,0,11
22022,1630231,kj martin,PHI,2022-10-26,0022200063,HOU @ UTA,1610612745,25,3,9,0.333,0,2,0.0,5,7,0.714,2,8,10,3,0,0,1,4,11
22022,1630231,kj martin,PHI,2022-10-24,0022200048,HOU vs. UTA,1610612745,34,1,9,0.111,1,6,0.167,0,0,,1,3,4,3,1,1,1,4,3
22022,1630231,kj martin,PHI,2022-10-22,0022200033,HOU @ MIL,1610612745,30,6,11,0.545,2,5,0.4,0,1,0.0,2,3,5,2,0,0,1,1,14
22022,1630231,kj martin,PHI,2022-10-21,0022200024,HOU vs. MEM,1610612745,25,3,5,0.6,1,2,0.5,1,2,0.5,1,4,5,3,1,1,3,2,8
22022,1630231,kj martin,PHI,2022-10-19,0022200005,HOU @ ATL,1610612745,23,1,7,0.143,0,2,0.0,4,4,1.0,0,5,5,0,1,0,1,4,6
22022,1631197,jared rhoden,DET,2023-04-09,0022201223,DET @ CHI,1610612765,35,3,8,0.375,1,4,0.25,0,0,,1,5,6,0,0,0,0,3,7
22022,1631197,jared rhoden,DET,2023-04-07,0022201203,DET @ IND,1610612765,34,4,9,0.444,2,3,0.667,0,0,,1,5,6,1,2,1,0,3,10
22022,1631197,jared rhoden,DET,2023-04-05,0022201189,DET vs. BKN,1610612765,20,1,5,0.2,0,2,0.0,0,0,,1,3,4,0,0,0,0,4,2
22022,1631197,jared rhoden,DET,2023-04-04,0022201177,DET vs. MIA,1610612765,3,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,1,0
22022,1631197,jared rhoden,DET,2023-04-02,0022201169,DET @ ORL,1610612765,17,1,1,1.0,0,0,,2,2,1.0,0,2,2,0,0,0,1,1,4
22022,1631197,jared rhoden,DET,2023-03-31,0022201155,DET @ HOU,1610612765,16,2,3,0.667,1,2,0.5,2,2,1.0,0,3,3,1,0,0,0,2,7
22022,1631197,jared rhoden,DET,2023-03-24,0022201099,DET @ TOR,1610612765,8,0,1,0.0,0,1,0.0,0,0,,1,1,2,0,0,0,1,2,0
22022,1631197,jared rhoden,DET,2023-03-21,0022201078,DET @ ATL,1610612765,15,0,2,0.0,0,2,0.0,0,0,,1,1,2,2,1,0,0,2,0
22022,1631197,jared rhoden,DET,2023-03-14,0022201028,DET @ WAS,1610612765,17,2,5,0.4,1,3,0.333,2,2,1.0,1,3,4,0,1,0,0,1,7
22022,1631197,jared rhoden,DET,2023-03-13,0022201020,DET vs. IND,1610612765,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
22022,1631197,jared rhoden,DET,2023-03-07,0022200769,DET vs. WAS,1610612765,5,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
22022,1631197,jared rhoden,DET,2023-03-06,0022200977,DET vs. POR,1610612765,6,2,2,1.0,0,0,,0,0,,3,1,4,0,0,0,0,1,4
22022,1631197,jared rhoden,DET,2023-03-04,0022200957,DET @ CLE,1610612765,9,1,4,0.25,0,1,0.0,0,0,,2,1,3,0,0,0,0,0,2
22022,1631197,jared rhoden,DET,2023-01-10,0022200612,DET @ PHI,1610612765,12,1,3,0.333,0,1,0.0,0,0,,0,1,1,0,0,0,0,3,2
22022,1630678,terry taylor,CHI,2023-04-09,0022201223,CHI vs. DET,1610612741,15,2,3,0.667,0,0,,1,2,0.5,2,2,4,0,0,1,0,1,5
22022,1630678,terry taylor,CHI,2023-04-07,0022201210,CHI @ DAL,1610612741,12,4,4,1.0,0,0,,0,2,0.0,2,1,3,0,0,0,0,0,8
22022,1630678,terry taylor,CHI,2023-03-31,0022201148,CHI @ CHA,1610612741,3,1,1,1.0,1,1,1.0,0,0,,1,0,1,0,0,0,0,0,3
22022,1630678,terry taylor,CHI,2023-03-03,0022200950,CHI vs. PHX,1610612741,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
22022,1630678,terry taylor,CHI,2023-02-24,0022200900,CHI vs. BKN,1610612741,4,2,2,1.0,0,0,,0,0,,0,0,0,0,0,0,0,1,4
22022,1630678,terry taylor,CHI,2023-02-05,0022200803,IND vs. CLE,1610612754,5,1,1,1.0,0,0,,0,0,,0,0,0,1,0,0,0,1,2
22022,1630678,terry taylor,CHI,2023-01-27,0022200736,IND vs. MIL,1610612754,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
22022,1630678,terry taylor,CHI,2023-01-25,0022200720,IND @ ORL,1610612754,15,3,7,0.429,1,3,0.333,0,0,,2,0,2,1,0,0,0,2,7
22022,1630678,terry taylor,CHI,2023-01-24,0022200713,IND vs. CHI,1610612754,20,5,11,0.455,0,1,0.0,1,2,0.5,4,1,5,1,0,1,0,3,11
22022,1630678,terry taylor,CHI,2023-01-20,0022200688,IND @ DEN,1610612754,16,2,2,1.0,0,0,,0,0,,3,0,3,0,0,0,1,0,4
22022,1630678,terry taylor,CHI,2023-01-18,0022200674,IND @ OKC,1610612754,16,2,3,0.667,0,1,0.0,0,0,,0,1,1,0,1,0,2,2,4
22022,1630678,terry taylor,CHI,2023-01-14,0022200643,IND vs. MEM,1610612754,13,4,5,0.8,1,2,0.5,0,0,,2,2,4,1,0,0,2,1,9
22022,1630678,terry taylor,CHI,2023-01-11,0022200622,IND @ NYK,1610612754,4,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,2,0
22022,1630678,terry taylor,CHI,2022-12-27,0022200508,IND vs. ATL,1610612754,3,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0
22022,1630678,terry taylor,CHI,2022-12-26,0022200502,IND @ NOP,1610612754,7,2,2,1.0,0,0,,0,0,,2,0,2,0,0,0,0,0,4
22022,1630678,terry taylor,CHI,2022-12-09,0022200378,IND vs. WAS,1610612754,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
22022,1630678,terry taylor,CHI,2022-12-04,0022200351,IND @ POR,1610612754,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
22022,1630678,terry taylor,CHI,2022-12-02,0022200335,IND @ UTA,1610612754,4,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0
22022,1630678,terry taylor,CHI,2022-11-30,0022200323,IND @ SAC,1610612754,9,0,2,0.0,0,0,,0,0,,1,1,2,0,0,0,2,2,0
22022,1630678,terry taylor,CHI,2022-11-27,0022200292,IND @ LAC,1610612754,6,2,3,0.667,0,1,0.0,0,0,,0,1,1,0,0,0,0,1,4
22022,1630678,terry taylor,CHI,2022-11-23,0022200262,IND vs. MIN,1610612754,2,0,1,0.0,0,0,,0,0,,1,0,1,0,0,0,0,0,0
22022,1630678,terry taylor,CHI,2022-11-21,0022200249,IND vs. ORL,1610612754,5,1,1,1.0,0,0,,0,0,,0,0,0,1,0,0,0,1,2
22022,1630678,terry taylor,CHI,2022-11-19,0022200236,IND vs. ORL,1610612754,5,1,1,1.0,0,0,,1,1,1.0,1,1,2,0,0,0,1,0,3
22022,1630678,terry taylor,CHI,2022-11-12,0022200187,IND vs. TOR,1610612754,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
22022,1630678,terry taylor,CHI,2022-11-07,0022200147,IND vs. NOP,1610612754,6,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0
22022,1630678,terry taylor,CHI,2022-10-29,0022200083,IND @ BKN,1610612754,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
22022,1630678,terry taylor,CHI,2022-10-26,0022200061,IND @ CHI,1610612754,6,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,1,0
22022,1630678,terry taylor,CHI,2022-10-24,0022200044,IND @ PHI,1610612754,15,1,4,0.25,0,1,0.0,0,0,,2,2,4,0,0,1,0,2,2
22022,1630678,terry taylor,CHI,2022-10-22,0022200029,IND vs. DET,1610612754,20,0,3,0.0,0,1,0.0,0,0,,1,1,2,2,0,1,0,0,0
22022,1630678,terry taylor,CHI,2022-10-21,0022200018,IND vs. SAS,1610612754,22,4,7,0.571,1,2,0.5,0,0,,2,5,7,2,0,0,0,5,9
22022,1630678,terry taylor,CHI,2022-10-19,0022200004,IND vs. WAS,1610612754,24,2,6,0.333,1,3,0.333,3,4,0.75,1,1,2,1,2,1,1,1,8
22022,1630245,ayo dosunmu,CHI,2023-04-09,0022201223,CHI vs. DET,1610612741,24,4,10,0.4,1,4,0.25,0,1,0.0,0,2,2,2,1,0,0,0,9
22022,1630245,ayo dosunmu,CHI,2023-04-07,0022201210,CHI @ DAL,1610612741,38,6,14,0.429,0,5,0.0,0,0,,1,8,9,5,1,0,2,1,12
22022,1630245,ayo dosunmu,CHI,2023-04-05,0022201193,CHI @ MIL,1610612741,17,3,3,1.0,0,0,,2,2,1.0,0,0,0,2,2,0,1,0,8
22022,1630245,ayo dosunmu,CHI,2023-04-04,0022201182,CHI vs. ATL,1610612741,18,0,2,0.0,0,0,,0,0,,0,0,0,0,1,0,1,2,0
22022,1630245,ayo dosunmu,CHI,2023-04-02,0022201165,CHI vs. MEM,1610612741,18,2,4,0.5,0,1,0.0,0,0,,1,2,3,1,0,0,0,1,4
22022,1630245,ayo dosunmu,CHI,2023-03-31,0022201148,CHI @ CHA,1610612741,24,1,4,0.25,0,2,0.0,0,0,,0,0,0,4,1,1,1,3,2
22022,1630245,ayo dosunmu,CHI,2023-03-29,0022201140,CHI vs. LAL,1610612741,19,5,9,0.556,1,3,0.333,1,1,1.0,0,3,3,0,0,0,0,3,12
22022,1630245,ayo dosunmu,CHI,2023-03-27,0022201129,CHI @ LAC,1610612741,18,0,5,0.0,0,1,0.0,0,0,,0,0,0,1,2,0,0,0,0
22022,1630245,ayo dosunmu,CHI,2023-03-26,0022201114,CHI @ LAL,1610612741,19,3,5,0.6,2,3,0.667,0,0,,0,1,1,4,1,1,1,3,8
22022,1630245,ayo dosunmu,CHI,2023-03-24,0022201104,CHI @ POR,1610612741,24,5,6,0.833,3,4,0.75,0,0,,0,1,1,2,0,0,2,1,13
22022,1630245,ayo dosunmu,CHI,2023-03-22,0022201087,CHI vs. PHI,1610612741,32,5,10,0.5,1,3,0.333,3,4,0.75,0,2,2,4,2,0,3,2,14
22022,1630245,ayo dosunmu,CHI,2023-03-20,0022201072,CHI @ PHI,1610612741,20,2,4,0.5,0,1,0.0,0,0,,0,2,2,2,0,2,0,0,4
22022,1630245,ayo dosunmu,CHI,2023-03-18,0022201060,CHI vs. MIA,1610612741,18,3,5,0.6,0,0,,0,0,,0,1,1,3,1,0,2,1,6
22022,1630245,ayo dosunmu,CHI,2023-03-17,0022201050,CHI vs. MIN,1610612741,18,2,5,0.4,0,1,0.0,0,0,,0,1,1,0,1,0,0,1,4
22022,1630245,ayo dosunmu,CHI,2023-03-15,0022201037,CHI vs. SAC,1610612741,28,1,5,0.2,1,4,0.25,0,0,,1,0,1,4,2,0,0,3,3
22022,1630245,ayo dosunmu,CHI,2023-03-11,0022201009,CHI @ HOU,1610612741,10,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,1,0,2,3
22022,1630245,ayo dosunmu,CHI,2023-03-08,0022200989,CHI @ DEN,1610612741,20,2,4,0.5,0,0,,4,4,1.0,0,1,1,0,2,0,1,2,8
22022,1630245,ayo dosunmu,CHI,2023-03-05,0022200963,CHI vs. IND,1610612741,15,2,3,0.667,0,0,,1,2,0.5,0,0,0,0,0,0,0,4,5
22022,1630245,ayo dosunmu,CHI,2023-03-03,0022200950,CHI vs. PHX,1610612741,18,3,6,0.5,1,3,0.333,1,1,1.0,1,1,2,4,2,0,2,1,8
22022,1630245,ayo dosunmu,CHI,2023-03-01,0022200934,CHI @ DET,1610612741,15,2,4,0.5,0,0,,0,0,,0,2,2,1,0,0,1,1,4
22022,1630245,ayo dosunmu,CHI,2023-02-28,0022200925,CHI @ TOR,1610612741,20,5,7,0.714,0,1,0.0,0,0,,1,5,6,2,1,1,1,2,10
22022,1630245,ayo dosunmu,CHI,2023-02-26,0022200912,CHI vs. WAS,1610612741,22,0,6,0.0,0,4,0.0,0,0,,0,0,0,1,2,0,1,3,0
22022,1630245,ayo dosunmu,CHI,2023-02-24,0022200900,CHI vs. BKN,1610612741,26,3,8,0.375,1,2,0.5,0,0,,0,9,9,3,1,0,2,1,7
22022,1630245,ayo dosunmu,CHI,2023-02-16,0022200883,CHI vs. MIL,1610612741,36,3,11,0.273,1,2,0.5,0,0,,1,2,3,1,0,0,1,3,7
22022,1630245,ayo dosunmu,CHI,2023-02-15,0022200874,CHI @ IND,1610612741,43,6,12,0.5,1,3,0.333,2,2,1.0,1,3,4,5,0,0,0,4,15
22022,1630245,ayo dosunmu,CHI,2023-02-13,0022200863,CHI vs. ORL,1610612741,34,1,5,0.2,0,2,0.0,0,0,,2,2,4,3,1,0,2,2,2
22022,1630245,ayo dosunmu,CHI,2023-02-11,0022200852,CHI @ CLE,1610612741,27,3,6,0.5,0,0,,0,0,,0,1,1,8,2,0,2,2,6
22022,1630245,ayo dosunmu,CHI,2023-02-09,0022200833,CHI @ BKN,1610612741,27,2,6,0.333,0,2,0.0,2,2,1.0,1,1,2,1,0,0,1,3,6
22022,1630245,ayo dosunmu,CHI,2023-02-07,0022200819,CHI @ MEM,1610612741,38,6,14,0.429,1,4,0.25,1,1,1.0,0,4,4,6,0,2,4,3,14
22022,1630245,ayo dosunmu,CHI,2023-02-06,0022200811,CHI vs. SAS,1610612741,31,4,6,0.667,0,0,,2,2,1.0,1,3,4,4,0,0,1,1,10
22022,1630245,ayo dosunmu,CHI,2023-02-04,0022200796,CHI vs. POR,1610612741,30,5,8,0.625,3,4,0.75,0,0,,1,2,3,5,1,1,0,3,13
22022,1630245,ayo dosunmu,CHI,2023-02-02,0022200781,CHI vs. CHA,1610612741,35,9,10,0.9,1,2,0.5,3,3,1.0,0,0,0,0,1,0,1,3,22
22022,1630245,ayo dosunmu,CHI,2023-01-31,0022200766,CHI vs. LAC,1610612741,27,4,7,0.571,1,1,1.0,2,2,1.0,2,1,3,4,0,0,2,1,11
22022,1630245,ayo dosunmu,CHI,2023-01-28,0022200744,CHI @ ORL,1610612741,22,1,4,0.25,1,4,0.25,0,0,,0,4,4,1,0,2,0,3,3
22022,1630245,ayo dosunmu,CHI,2023-01-26,0022200732,CHI @ CHA,1610612741,28,5,7,0.714,0,1,0.0,2,4,0.5,1,3,4,2,0,1,2,3,12
