handicap,odds,participant_name,name,description,AwayTeam,HomeTeam,game_date,scoresMatch,hitsMatch,scores10,scores,Home
15.5,100.0,michael porter,Under,Total Points,DEN,UTA,2024-01-10,4.0,3.0,10.0,5.0,False
16.5,76.92307692307693,michael porter,Under,Total Points,DEN,UTA,2024-01-10,4.0,3.0,10.0,5.0,False
17.5,64.51612903225806,michael porter,Under,Total Points,DEN,UTA,2024-01-10,4.0,3.0,10.0,5.0,False
23.5,105.0,nikola jokic,Under,Total Points,DEN,UTA,2024-01-10,5.0,2.0,10.0,4.0,False
24.5,83.33333333333334,nikola jokic,Under,Total Points,DEN,UTA,2024-01-10,5.0,2.0,10.0,4.0,False
25.5,74.07407407407408,nikola jokic,Under,Total Points,DEN,UTA,2024-01-10,5.0,2.0,10.0,4.0,False
6.5,120.0,peyton watson,Under,Total Points,DEN,UTA,2024-01-10,4.0,4.0,10.0,3.0,False
7.5,83.33333333333334,peyton watson,Under,Total Points,DEN,UTA,2024-01-10,4.0,4.0,10.0,3.0,False
8.5,64.51612903225806,peyton watson,Under,Total Points,DEN,UTA,2024-01-10,4.0,4.0,10.0,4.0,False
8.5,120.0,reggie jackson,Under,Total Points,DEN,UTA,2024-01-10,2.0,2.0,10.0,6.0,False
9.5,90.9090909090909,reggie jackson,Under,Total Points,DEN,UTA,2024-01-10,2.0,2.0,10.0,7.0,False
10.5,68.96551724137932,reggie jackson,Under,Total Points,DEN,UTA,2024-01-10,2.0,2.0,10.0,7.0,False
7.5,105.0,simone fontecchio,Under,Total Points,DEN,UTA,2024-01-10,2.0,1.0,10.0,5.0,True
8.5,86.95652173913044,simone fontecchio,Under,Total Points,DEN,UTA,2024-01-10,2.0,1.0,10.0,6.0,True
6.5,115.0,walker kessler,Under,Total Points,DEN,UTA,2024-01-10,3.0,0.0,10.0,2.0,True
7.5,90.9090909090909,walker kessler,Under,Total Points,DEN,UTA,2024-01-10,3.0,0.0,10.0,2.0,True
8.5,58.82352941176471,walker kessler,Under,Total Points,DEN,UTA,2024-01-10,3.0,0.0,10.0,4.0,True
20.5,90.9090909090909,aaron gordon,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,5.0,2.0,10.0,6.0,False
9.5,83.33333333333334,christian braun,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,5.0,3.0,10.0,5.0,False
19.5,86.95652173913044,collin sexton,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,3.0,1.0,10.0,6.0,True
27.5,90.9090909090909,jamal murray,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,5.0,1.0,10.0,5.0,False
18.5,83.33333333333334,john collins,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,1.0,1.0,10.0,7.0,True
20.5,86.95652173913044,jordan clarkson,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,3.0,0.0,10.0,6.0,True
9.5,80.0,kelly olynyk,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,4.0,2.0,10.0,7.0,True
11.5,83.33333333333334,kentavious caldwell-pope,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,4.0,2.0,10.0,4.0,False
11.5,76.92307692307693,keyonte george,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,1.0,0.0,10.0,5.0,True
7.5,75.75757575757575,kris dunn,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,2.0,1.0,10.0,5.0,True
29.5,95.23809523809524,lauri markkanen,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,3.0,1.0,10.0,7.0,True
22.5,90.9090909090909,michael porter,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,4.0,1.0,10.0,4.0,False
35.5,90.9090909090909,nikola jokic,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,5.0,2.0,10.0,5.0,False
10.5,90.9090909090909,peyton watson,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,4.0,0.0,10.0,7.0,False
11.5,90.9090909090909,reggie jackson,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,2.0,0.0,10.0,3.0,False
10.5,75.75757575757575,simone fontecchio,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,2.0,1.0,10.0,7.0,True
14.5,95.23809523809524,walker kessler,Over,Total Points And Rebounds,DEN,UTA,2024-01-10,3.0,3.0,10.0,6.0,True
20.5,83.33333333333334,aaron gordon,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,5.0,3.0,10.0,4.0,False
9.5,90.9090909090909,christian braun,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,5.0,2.0,10.0,5.0,False
19.5,86.95652173913044,collin sexton,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,3.0,2.0,10.0,4.0,True
27.5,83.33333333333334,jamal murray,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,5.0,4.0,10.0,5.0,False
18.5,90.9090909090909,john collins,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,1.0,0.0,10.0,3.0,True
20.5,86.95652173913044,jordan clarkson,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,3.0,3.0,10.0,4.0,True
9.5,95.23809523809524,kelly olynyk,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,4.0,2.0,10.0,3.0,True
11.5,90.9090909090909,kentavious caldwell-pope,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,4.0,2.0,10.0,6.0,False
11.5,100.0,keyonte george,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,1.0,1.0,10.0,5.0,True
7.5,105.0,kris dunn,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,2.0,1.0,10.0,5.0,True
29.5,80.0,lauri markkanen,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,3.0,2.0,10.0,3.0,True
22.5,83.33333333333334,michael porter,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,4.0,3.0,10.0,6.0,False
35.5,83.33333333333334,nikola jokic,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,5.0,3.0,10.0,5.0,False
10.5,83.33333333333334,peyton watson,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,4.0,4.0,10.0,3.0,False
11.5,83.33333333333334,reggie jackson,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,2.0,2.0,10.0,7.0,False
10.5,105.0,simone fontecchio,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,2.0,1.0,10.0,3.0,True
14.5,80.0,walker kessler,Under,Total Points And Rebounds,DEN,UTA,2024-01-10,3.0,0.0,10.0,4.0,True
5.5,66.66666666666666,aaron gordon,Over,Total Rebounds,DEN,UTA,2024-01-10,5.0,2.0,10.0,4.0,False
6.5,115.0,aaron gordon,Over,Total Rebounds,DEN,UTA,2024-01-10,5.0,2.0,10.0,4.0,False
2.5,75.75757575757575,christian braun,Over,Total Rebounds,DEN,UTA,2024-01-10,5.0,3.0,10.0,7.0,False
2.5,135.0,collin sexton,Over,Total Rebounds,DEN,UTA,2024-01-10,3.0,1.0,10.0,5.0,True
3.5,76.92307692307693,jamal murray,Over,Total Rebounds,DEN,UTA,2024-01-10,5.0,2.0,10.0,6.0,False
5.5,83.33333333333334,john collins,Over,Total Rebounds,DEN,UTA,2024-01-10,1.0,1.0,10.0,4.0,True
6.5,150.0,john collins,Over,Total Rebounds,DEN,UTA,2024-01-10,1.0,1.0,10.0,3.0,True
3.5,120.0,jordan clarkson,Over,Total Rebounds,DEN,UTA,2024-01-10,3.0,2.0,10.0,6.0,True
3.5,74.07407407407408,kelly olynyk,Over,Total Rebounds,DEN,UTA,2024-01-10,4.0,2.0,10.0,6.0,True
4.5,130.0,kelly olynyk,Over,Total Rebounds,DEN,UTA,2024-01-10,4.0,1.0,10.0,5.0,True
2.5,100.0,kentavious caldwell-pope,Over,Total Rebounds,DEN,UTA,2024-01-10,4.0,3.0,10.0,7.0,False
2.5,125.0,keyonte george,Over,Total Rebounds,DEN,UTA,2024-01-10,1.0,0.0,10.0,6.0,True
2.5,64.51612903225806,kris dunn,Over,Total Rebounds,DEN,UTA,2024-01-10,2.0,1.0,10.0,7.0,True
3.5,140.0,kris dunn,Over,Total Rebounds,DEN,UTA,2024-01-10,2.0,1.0,10.0,6.0,True
6.5,66.66666666666666,lauri markkanen,Over,Total Rebounds,DEN,UTA,2024-01-10,3.0,2.0,10.0,7.0,True
7.5,90.9090909090909,lauri markkanen,Over,Total Rebounds,DEN,UTA,2024-01-10,3.0,2.0,10.0,6.0,True
5.5,62.5,michael porter,Over,Total Rebounds,DEN,UTA,2024-01-10,4.0,2.0,10.0,4.0,False
6.5,115.0,michael porter,Over,Total Rebounds,DEN,UTA,2024-01-10,4.0,2.0,10.0,2.0,False
10.5,75.75757575757575,nikola jokic,Over,Total Rebounds,DEN,UTA,2024-01-10,5.0,1.0,10.0,5.0,False
11.5,120.0,nikola jokic,Over,Total Rebounds,DEN,UTA,2024-01-10,5.0,1.0,10.0,3.0,False
2.5,74.07407407407408,peyton watson,Over,Total Rebounds,DEN,UTA,2024-01-10,4.0,1.0,10.0,7.0,False
1.5,75.75757575757575,reggie jackson,Over,Total Rebounds,DEN,UTA,2024-01-10,2.0,2.0,10.0,8.0,False
2.5,64.51612903225806,simone fontecchio,Over,Total Rebounds,DEN,UTA,2024-01-10,2.0,1.0,10.0,7.0,True
3.5,135.0,simone fontecchio,Over,Total Rebounds,DEN,UTA,2024-01-10,2.0,1.0,10.0,5.0,True
6.5,90.9090909090909,walker kessler,Over,Total Rebounds,DEN,UTA,2024-01-10,3.0,3.0,10.0,7.0,True
7.5,150.0,walker kessler,Over,Total Rebounds,DEN,UTA,2024-01-10,3.0,3.0,10.0,5.0,True
5.5,120.0,aaron gordon,Under,Total Rebounds,DEN,UTA,2024-01-10,5.0,3.0,10.0,6.0,False
6.5,68.96551724137932,aaron gordon,Under,Total Rebounds,DEN,UTA,2024-01-10,5.0,3.0,10.0,6.0,False
2.5,105.0,christian braun,Under,Total Rebounds,DEN,UTA,2024-01-10,5.0,2.0,10.0,3.0,False
2.5,58.82352941176471,collin sexton,Under,Total Rebounds,DEN,UTA,2024-01-10,3.0,2.0,10.0,5.0,True
3.5,100.0,jamal murray,Under,Total Rebounds,DEN,UTA,2024-01-10,5.0,3.0,10.0,4.0,False
5.5,90.9090909090909,john collins,Under,Total Rebounds,DEN,UTA,2024-01-10,1.0,0.0,10.0,6.0,True
2.5,150.0,jordan clarkson,Under,Total Rebounds,DEN,UTA,2024-01-10,3.0,0.0,10.0,3.0,True
3.5,66.66666666666666,jordan clarkson,Under,Total Rebounds,DEN,UTA,2024-01-10,3.0,1.0,10.0,4.0,True
3.5,110.0,kelly olynyk,Under,Total Rebounds,DEN,UTA,2024-01-10,4.0,2.0,10.0,4.0,True
4.5,62.5,kelly olynyk,Under,Total Rebounds,DEN,UTA,2024-01-10,4.0,3.0,10.0,5.0,True
2.5,76.92307692307693,kentavious caldwell-pope,Under,Total Rebounds,DEN,UTA,2024-01-10,4.0,1.0,10.0,3.0,False
2.5,64.51612903225806,keyonte george,Under,Total Rebounds,DEN,UTA,2024-01-10,1.0,1.0,10.0,4.0,True
2.5,125.0,kris dunn,Under,Total Rebounds,DEN,UTA,2024-01-10,2.0,1.0,10.0,3.0,True
6.5,120.0,lauri markkanen,Under,Total Rebounds,DEN,UTA,2024-01-10,3.0,1.0,10.0,3.0,True
7.5,83.33333333333334,lauri markkanen,Under,Total Rebounds,DEN,UTA,2024-01-10,3.0,1.0,10.0,4.0,True
5.5,130.0,michael porter,Under,Total Rebounds,DEN,UTA,2024-01-10,4.0,2.0,10.0,6.0,False
6.5,68.96551724137932,michael porter,Under,Total Rebounds,DEN,UTA,2024-01-10,4.0,2.0,10.0,8.0,False
10.5,105.0,nikola jokic,Under,Total Rebounds,DEN,UTA,2024-01-10,5.0,4.0,10.0,5.0,False
11.5,66.66666666666666,nikola jokic,Under,Total Rebounds,DEN,UTA,2024-01-10,5.0,4.0,10.0,7.0,False
2.5,110.0,peyton watson,Under,Total Rebounds,DEN,UTA,2024-01-10,4.0,3.0,10.0,3.0,False
1.5,105.0,reggie jackson,Under,Total Rebounds,DEN,UTA,2024-01-10,2.0,0.0,10.0,2.0,False
2.5,125.0,simone fontecchio,Under,Total Rebounds,DEN,UTA,2024-01-10,2.0,1.0,10.0,3.0,True
3.5,58.82352941176471,simone fontecchio,Under,Total Rebounds,DEN,UTA,2024-01-10,2.0,1.0,10.0,5.0,True
5.5,145.0,walker kessler,Under,Total Rebounds,DEN,UTA,2024-01-10,3.0,0.0,10.0,2.0,True
6.5,83.33333333333334,walker kessler,Under,Total Rebounds,DEN,UTA,2024-01-10,3.0,0.0,10.0,3.0,True
0.5,100.0,christian braun,Over,Total Steals,DEN,UTA,2024-01-10,5.0,2.0,10.0,4.0,False
0.5,76.92307692307693,collin sexton,Over,Total Steals,DEN,UTA,2024-01-10,3.0,1.0,10.0,7.0,True
1.5,145.0,jamal murray,Over,Total Steals,DEN,UTA,2024-01-10,5.0,1.0,10.0,5.0,False
0.5,110.0,john collins,Over,Total Steals,DEN,UTA,2024-01-10,1.0,1.0,10.0,3.0,True
0.5,76.92307692307693,jordan clarkson,Over,Total Steals,DEN,UTA,2024-01-10,3.0,2.0,10.0,6.0,True
0.5,110.0,kelly olynyk,Over,Total Steals,DEN,UTA,2024-01-10,4.0,2.0,10.0,6.0,True
1.5,130.0,kentavious caldwell-pope,Over,Total Steals,DEN,UTA,2024-01-10,4.0,1.0,10.0,5.0,False
0.5,145.0,keyonte george,Over,Total Steals,DEN,UTA,2024-01-10,1.0,1.0,10.0,3.0,True
0.5,75.75757575757575,lauri markkanen,Over,Total Steals,DEN,UTA,2024-01-10,3.0,1.0,10.0,6.0,True
0.5,95.23809523809524,michael porter,Over,Total Steals,DEN,UTA,2024-01-10,4.0,1.0,10.0,3.0,False
1.5,125.0,nikola jokic,Over,Total Steals,DEN,UTA,2024-01-10,5.0,2.0,10.0,3.0,False
0.5,74.07407407407408,peyton watson,Over,Total Steals,DEN,UTA,2024-01-10,4.0,0.0,10.0,5.0,False
0.5,100.0,reggie jackson,Over,Total Steals,DEN,UTA,2024-01-10,2.0,0.0,10.0,5.0,False
0.5,58.82352941176471,simone fontecchio,Over,Total Steals,DEN,UTA,2024-01-10,2.0,1.0,10.0,9.0,True
0.5,135.0,walker kessler,Over,Total Steals,DEN,UTA,2024-01-10,3.0,1.0,10.0,5.0,True
0.5,145.0,aaron gordon,Under,Total Steals,DEN,UTA,2024-01-10,5.0,3.0,10.0,3.0,False
0.5,76.92307692307693,christian braun,Under,Total Steals,DEN,UTA,2024-01-10,5.0,3.0,10.0,6.0,False
0.5,100.0,collin sexton,Under,Total Steals,DEN,UTA,2024-01-10,3.0,2.0,10.0,3.0,True
0.5,74.07407407407408,john collins,Under,Total Steals,DEN,UTA,2024-01-10,1.0,0.0,10.0,7.0,True
0.5,100.0,jordan clarkson,Under,Total Steals,DEN,UTA,2024-01-10,3.0,1.0,10.0,4.0,True
0.5,74.07407407407408,kelly olynyk,Under,Total Steals,DEN,UTA,2024-01-10,4.0,2.0,10.0,4.0,True
1.5,62.5,kentavious caldwell-pope,Under,Total Steals,DEN,UTA,2024-01-10,4.0,3.0,10.0,5.0,False
0.5,150.0,kris dunn,Under,Total Steals,DEN,UTA,2024-01-10,2.0,1.0,10.0,3.0,True
0.5,105.0,lauri markkanen,Under,Total Steals,DEN,UTA,2024-01-10,3.0,2.0,10.0,4.0,True
0.5,80.0,michael porter,Under,Total Steals,DEN,UTA,2024-01-10,4.0,3.0,10.0,7.0,False
1.5,64.51612903225806,nikola jokic,Under,Total Steals,DEN,UTA,2024-01-10,5.0,3.0,10.0,7.0,False
0.5,110.0,peyton watson,Under,Total Steals,DEN,UTA,2024-01-10,4.0,4.0,10.0,5.0,False
0.5,76.92307692307693,reggie jackson,Under,Total Steals,DEN,UTA,2024-01-10,2.0,2.0,10.0,5.0,False
0.5,135.0,simone fontecchio,Under,Total Steals,DEN,UTA,2024-01-10,2.0,1.0,10.0,1.0,True
0.5,58.82352941176471,walker kessler,Under,Total Steals,DEN,UTA,2024-01-10,3.0,2.0,10.0,5.0,True
0.5,76.92307692307693,aaron gordon,Over,Total Threes Made,DEN,UTA,2024-01-10,5.0,2.0,10.0,5.0,False
0.5,100.0,christian braun,Over,Total Threes Made,DEN,UTA,2024-01-10,5.0,2.0,10.0,6.0,False
1.5,150.0,collin sexton,Over,Total Threes Made,DEN,UTA,2024-01-10,3.0,1.0,10.0,2.0,True
2.5,80.0,jamal murray,Over,Total Threes Made,DEN,UTA,2024-01-10,5.0,2.0,10.0,5.0,False
1.5,150.0,john collins,Over,Total Threes Made,DEN,UTA,2024-01-10,1.0,0.0,10.0,4.0,True
1.5,80.0,jordan clarkson,Over,Total Threes Made,DEN,UTA,2024-01-10,3.0,0.0,10.0,4.0,True
0.5,125.0,kelly olynyk,Over,Total Threes Made,DEN,UTA,2024-01-10,4.0,3.0,10.0,6.0,True
1.5,125.0,kentavious caldwell-pope,Over,Total Threes Made,DEN,UTA,2024-01-10,4.0,3.0,10.0,5.0,False
1.5,80.0,keyonte george,Over,Total Threes Made,DEN,UTA,2024-01-10,1.0,0.0,10.0,6.0,True
3.5,130.0,lauri markkanen,Over,Total Threes Made,DEN,UTA,2024-01-10,3.0,1.0,10.0,6.0,True
2.5,80.0,michael porter,Over,Total Threes Made,DEN,UTA,2024-01-10,4.0,2.0,10.0,5.0,False
0.5,75.75757575757575,nikola jokic,Over,Total Threes Made,DEN,UTA,2024-01-10,5.0,3.0,10.0,5.0,False
1.5,80.0,simone fontecchio,Over,Total Threes Made,DEN,UTA,2024-01-10,2.0,1.0,10.0,6.0,True
0.5,100.0,aaron gordon,Under,Total Threes Made,DEN,UTA,2024-01-10,5.0,3.0,10.0,5.0,False
0.5,76.92307692307693,christian braun,Under,Total Threes Made,DEN,UTA,2024-01-10,5.0,3.0,10.0,4.0,False
2.5,95.23809523809524,jamal murray,Under,Total Threes Made,DEN,UTA,2024-01-10,5.0,3.0,10.0,5.0,False
1.5,95.23809523809524,jordan clarkson,Under,Total Threes Made,DEN,UTA,2024-01-10,3.0,3.0,10.0,6.0,True
0.5,64.51612903225806,kelly olynyk,Under,Total Threes Made,DEN,UTA,2024-01-10,4.0,1.0,10.0,4.0,True
1.5,64.51612903225806,kentavious caldwell-pope,Under,Total Threes Made,DEN,UTA,2024-01-10,4.0,1.0,10.0,5.0,False
1.5,95.23809523809524,keyonte george,Under,Total Threes Made,DEN,UTA,2024-01-10,1.0,1.0,10.0,4.0,True
2.5,140.0,lauri markkanen,Under,Total Threes Made,DEN,UTA,2024-01-10,3.0,0.0,10.0,2.0,True
3.5,62.5,lauri markkanen,Under,Total Threes Made,DEN,UTA,2024-01-10,3.0,2.0,10.0,4.0,True
2.5,95.23809523809524,michael porter,Under,Total Threes Made,DEN,UTA,2024-01-10,4.0,2.0,10.0,5.0,False
0.5,105.0,nikola jokic,Under,Total Threes Made,DEN,UTA,2024-01-10,5.0,2.0,10.0,5.0,False
1.5,95.23809523809524,simone fontecchio,Under,Total Threes Made,DEN,UTA,2024-01-10,2.0,1.0,10.0,4.0,True
0.5,90.9090909090909,christian braun,Over,Total Turnovers,DEN,UTA,2024-01-10,5.0,3.0,10.0,6.0,False
1.5,86.95652173913044,collin sexton,Over,Total Turnovers,DEN,UTA,2024-01-10,3.0,1.0,10.0,4.0,True
1.5,105.0,john collins,Over,Total Turnovers,DEN,UTA,2024-01-10,1.0,0.0,10.0,5.0,True
2.5,66.66666666666666,jordan clarkson,Over,Total Turnovers,DEN,UTA,2024-01-10,3.0,2.0,10.0,6.0,True
1.5,120.0,kelly olynyk,Over,Total Turnovers,DEN,UTA,2024-01-10,4.0,1.0,10.0,6.0,True
0.5,74.07407407407408,kentavious caldwell-pope,Over,Total Turnovers,DEN,UTA,2024-01-10,4.0,3.0,10.0,5.0,False
1.5,83.33333333333334,keyonte george,Over,Total Turnovers,DEN,UTA,2024-01-10,1.0,0.0,10.0,7.0,True
2.5,76.92307692307693,nikola jokic,Over,Total Turnovers,DEN,UTA,2024-01-10,5.0,3.0,10.0,6.0,False
0.5,95.23809523809524,peyton watson,Over,Total Turnovers,DEN,UTA,2024-01-10,4.0,0.0,10.0,3.0,False
0.5,100.0,walker kessler,Over,Total Turnovers,DEN,UTA,2024-01-10,3.0,2.0,10.0,5.0,True
0.5,83.33333333333334,christian braun,Under,Total Turnovers,DEN,UTA,2024-01-10,5.0,2.0,10.0,4.0,False
1.5,86.95652173913044,collin sexton,Under,Total Turnovers,DEN,UTA,2024-01-10,3.0,2.0,10.0,6.0,True
1.5,140.0,jamal murray,Under,Total Turnovers,DEN,UTA,2024-01-10,5.0,2.0,10.0,5.0,False
1.5,75.75757575757575,john collins,Under,Total Turnovers,DEN,UTA,2024-01-10,1.0,1.0,10.0,5.0,True
2.5,120.0,jordan clarkson,Under,Total Turnovers,DEN,UTA,2024-01-10,3.0,1.0,10.0,4.0,True
1.5,66.66666666666666,kelly olynyk,Under,Total Turnovers,DEN,UTA,2024-01-10,4.0,3.0,10.0,4.0,True
0.5,110.0,kentavious caldwell-pope,Under,Total Turnovers,DEN,UTA,2024-01-10,4.0,1.0,10.0,5.0,False
1.5,90.9090909090909,keyonte george,Under,Total Turnovers,DEN,UTA,2024-01-10,1.0,1.0,10.0,3.0,True
2.5,100.0,nikola jokic,Under,Total Turnovers,DEN,UTA,2024-01-10,5.0,2.0,10.0,4.0,False
0.5,80.0,peyton watson,Under,Total Turnovers,DEN,UTA,2024-01-10,4.0,4.0,10.0,7.0,False
0.5,76.92307692307693,walker kessler,Under,Total Turnovers,DEN,UTA,2024-01-10,3.0,1.0,10.0,5.0,True
5.5,76.92307692307693,dennis schroder,Over,Total Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,7.0,False
6.5,145.0,dennis schroder,Over,Total Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,5.0,False
1.5,115.0,gary trent,Over,Total Assists,TOR,LAC,2024-01-10,2.0,0.0,10.0,4.0,False
4.5,75.75757575757575,immanuel quickley,Over,Total Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,4.0,False
5.5,145.0,immanuel quickley,Over,Total Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,2.0,False
1.5,100.0,ivica zubac,Over,Total Assists,TOR,LAC,2024-01-10,2.0,0.0,10.0,5.0,True
8.5,64.51612903225806,james harden,Over,Total Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,8.0,True
9.5,105.0,james harden,Over,Total Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,6.0,True
2.5,75.75757575757575,kawhi leonard,Over,Total Assists,TOR,LAC,2024-01-10,2.0,2.0,10.0,5.0,True
3.5,66.66666666666666,pascal siakam,Over,Total Assists,TOR,LAC,2024-01-10,2.0,2.0,10.0,7.0,True
4.5,130.0,pascal siakam,Over,Total Assists,TOR,LAC,2024-01-10,2.0,2.0,10.0,6.0,True
2.5,68.96551724137932,paul george,Over,Total Assists,TOR,LAC,2024-01-10,2.0,2.0,10.0,6.0,True
2.5,62.5,rj barrett,Over,Total Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,4.0,False
3.5,140.0,rj barrett,Over,Total Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,3.0,False
3.5,74.07407407407408,russell westbrook,Over,Total Assists,TOR,LAC,2024-01-10,1.0,1.0,10.0,6.0,True
4.5,145.0,russell westbrook,Over,Total Assists,TOR,LAC,2024-01-10,1.0,1.0,10.0,5.0,True
5.5,68.96551724137932,scottie barnes,Over,Total Assists,TOR,LAC,2024-01-10,2.0,1.0,10.0,6.0,False
6.5,125.0,scottie barnes,Over,Total Assists,TOR,LAC,2024-01-10,2.0,1.0,10.0,4.0,False
1.5,105.0,terance mann,Over,Total Assists,TOR,LAC,2024-01-10,2.0,1.0,10.0,4.0,True
2.5,62.5,thaddeus young,Over,Total Assists,TOR,LAC,2024-01-10,2.0,0.0,10.0,2.0,False
3.5,145.0,thaddeus young,Over,Total Assists,TOR,LAC,2024-01-10,2.0,0.0,10.0,1.0,False
5.5,100.0,dennis schroder,Under,Total Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,3.0,False
1.5,68.96551724137932,gary trent,Under,Total Assists,TOR,LAC,2024-01-10,2.0,2.0,10.0,6.0,False
4.5,105.0,immanuel quickley,Under,Total Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,6.0,False
1.5,76.92307692307693,ivica zubac,Under,Total Assists,TOR,LAC,2024-01-10,2.0,2.0,10.0,5.0,True
8.5,125.0,james harden,Under,Total Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,2.0,True
9.5,75.75757575757575,james harden,Under,Total Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,4.0,True
2.5,105.0,kawhi leonard,Under,Total Assists,TOR,LAC,2024-01-10,2.0,0.0,10.0,5.0,True
0.5,150.0,norman powell,Under,Total Assists,TOR,LAC,2024-01-10,1.0,0.0,10.0,3.0,True
3.5,115.0,pascal siakam,Under,Total Assists,TOR,LAC,2024-01-10,2.0,0.0,10.0,3.0,True
4.5,58.82352941176471,pascal siakam,Under,Total Assists,TOR,LAC,2024-01-10,2.0,0.0,10.0,4.0,True
2.5,115.0,paul george,Under,Total Assists,TOR,LAC,2024-01-10,2.0,0.0,10.0,4.0,True
2.5,130.0,rj barrett,Under,Total Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,6.0,False
3.5,110.0,russell westbrook,Under,Total Assists,TOR,LAC,2024-01-10,1.0,0.0,10.0,4.0,True
5.5,115.0,scottie barnes,Under,Total Assists,TOR,LAC,2024-01-10,2.0,1.0,10.0,4.0,False
6.5,64.51612903225806,scottie barnes,Under,Total Assists,TOR,LAC,2024-01-10,2.0,1.0,10.0,6.0,False
1.5,75.75757575757575,terance mann,Under,Total Assists,TOR,LAC,2024-01-10,2.0,1.0,10.0,6.0,True
2.5,130.0,thaddeus young,Under,Total Assists,TOR,LAC,2024-01-10,2.0,2.0,10.0,8.0,False
19.5,86.95652173913044,dennis schroder,Over,Total Points And Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,5.0,False
13.5,83.33333333333334,gary trent,Over,Total Points And Assists,TOR,LAC,2024-01-10,2.0,1.0,10.0,7.0,False
25.5,95.23809523809524,immanuel quickley,Over,Total Points And Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,3.0,False
14.5,80.0,ivica zubac,Over,Total Points And Assists,TOR,LAC,2024-01-10,2.0,2.0,10.0,6.0,True
26.5,95.23809523809524,james harden,Over,Total Points And Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,6.0,True
26.5,83.33333333333334,kawhi leonard,Over,Total Points And Assists,TOR,LAC,2024-01-10,2.0,1.0,10.0,7.0,True
14.5,86.95652173913044,norman powell,Over,Total Points And Assists,TOR,LAC,2024-01-10,1.0,1.0,10.0,5.0,True
26.5,86.95652173913044,paul george,Over,Total Points And Assists,TOR,LAC,2024-01-10,2.0,2.0,10.0,3.0,True
23.5,83.33333333333334,rj barrett,Over,Total Points And Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,2.0,False
12.5,90.9090909090909,russell westbrook,Over,Total Points And Assists,TOR,LAC,2024-01-10,1.0,1.0,10.0,7.0,True
26.5,95.23809523809524,scottie barnes,Over,Total Points And Assists,TOR,LAC,2024-01-10,2.0,0.0,10.0,5.0,False
9.5,95.23809523809524,terance mann,Over,Total Points And Assists,TOR,LAC,2024-01-10,2.0,1.0,10.0,4.0,True
12.5,90.9090909090909,thaddeus young,Over,Total Points And Assists,TOR,LAC,2024-01-10,2.0,0.0,10.0,1.0,False
19.5,86.95652173913044,dennis schroder,Under,Total Points And Assists,TOR,LAC,2024-01-10,0.0,0.0,10.0,5.0,False
