handicap,odds,participant_name,name,description,AwayTeam,HomeTeam,game_date,scoresMatch,hitsMatch,scores10,scores,Home
3.5,90.9090909090909,anthony davis,Over,Total Steals And Blocks,PHX,LAL,2024-01-11,6.0,2.0,10.0,5.0,True
1.5,95.23809523809524,bradley beal,Over,Total Steals And Blocks,PHX,LAL,2024-01-11,1.0,1.0,10.0,5.0,False
1.5,125.0,cam reddish,Over,Total Steals And Blocks,PHX,LAL,2024-01-11,3.0,1.0,10.0,4.0,True
0.5,62.5,d'angelo russell,Over,Total Steals And Blocks,PHX,LAL,2024-01-11,5.0,3.0,10.0,5.0,True
1.5,115.0,devin booker,Over,Total Steals And Blocks,PHX,LAL,2024-01-11,3.0,1.0,10.0,5.0,False
1.5,62.5,grayson allen,Over,Total Steals And Blocks,PHX,LAL,2024-01-11,3.0,1.0,10.0,6.0,False
1.5,68.96551724137932,jusuf nurkic,Over,Total Steals And Blocks,PHX,LAL,2024-01-11,3.0,1.0,10.0,5.0,False
1.5,64.51612903225806,lebron james,Over,Total Steals And Blocks,PHX,LAL,2024-01-11,4.0,3.0,10.0,5.0,True
1.5,68.96551724137932,taurean prince,Over,Total Steals And Blocks,PHX,LAL,2024-01-11,3.0,2.0,10.0,6.0,True
3.5,83.33333333333334,anthony davis,Under,Total Steals And Blocks,PHX,LAL,2024-01-11,6.0,4.0,10.0,5.0,True
1.5,80.0,bradley beal,Under,Total Steals And Blocks,PHX,LAL,2024-01-11,1.0,0.0,10.0,5.0,False
1.5,64.51612903225806,cam reddish,Under,Total Steals And Blocks,PHX,LAL,2024-01-11,3.0,2.0,10.0,6.0,True
0.5,130.0,d'angelo russell,Under,Total Steals And Blocks,PHX,LAL,2024-01-11,5.0,2.0,10.0,5.0,True
1.5,68.96551724137932,devin booker,Under,Total Steals And Blocks,PHX,LAL,2024-01-11,3.0,2.0,10.0,5.0,False
1.5,130.0,grayson allen,Under,Total Steals And Blocks,PHX,LAL,2024-01-11,3.0,2.0,10.0,4.0,False
1.5,115.0,jusuf nurkic,Under,Total Steals And Blocks,PHX,LAL,2024-01-11,3.0,2.0,10.0,5.0,False
1.5,140.0,kevin durant,Under,Total Steals And Blocks,PHX,LAL,2024-01-11,3.0,2.0,10.0,5.0,False
1.5,125.0,lebron james,Under,Total Steals And Blocks,PHX,LAL,2024-01-11,4.0,1.0,10.0,5.0,True
1.5,115.0,taurean prince,Under,Total Steals And Blocks,PHX,LAL,2024-01-11,3.0,1.0,10.0,4.0,True
28.5,76.92307692307693,anthony davis,Over,Total Points,PHX,LAL,2024-01-11,6.0,2.0,10.0,6.0,True
29.5,90.9090909090909,anthony davis,Over,Total Points,PHX,LAL,2024-01-11,6.0,2.0,10.0,5.0,True
30.5,110.0,anthony davis,Over,Total Points,PHX,LAL,2024-01-11,6.0,1.0,10.0,5.0,True
15.5,68.96551724137932,austin reaves,Over,Total Points,PHX,LAL,2024-01-11,6.0,3.0,10.0,5.0,True
16.5,86.95652173913044,austin reaves,Over,Total Points,PHX,LAL,2024-01-11,6.0,3.0,10.0,4.0,True
17.5,110.0,austin reaves,Over,Total Points,PHX,LAL,2024-01-11,6.0,3.0,10.0,4.0,True
17.5,74.07407407407408,bradley beal,Over,Total Points,PHX,LAL,2024-01-11,1.0,1.0,10.0,4.0,False
18.5,90.9090909090909,bradley beal,Over,Total Points,PHX,LAL,2024-01-11,1.0,1.0,10.0,4.0,False
19.5,115.0,bradley beal,Over,Total Points,PHX,LAL,2024-01-11,1.0,1.0,10.0,4.0,False
6.5,68.96551724137932,cam reddish,Over,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,5.0,True
7.5,100.0,cam reddish,Over,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,4.0,True
8.5,135.0,cam reddish,Over,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,2.0,True
10.5,68.96551724137932,d'angelo russell,Over,Total Points,PHX,LAL,2024-01-11,5.0,4.0,10.0,6.0,True
11.5,86.95652173913044,d'angelo russell,Over,Total Points,PHX,LAL,2024-01-11,5.0,4.0,10.0,5.0,True
12.5,115.0,d'angelo russell,Over,Total Points,PHX,LAL,2024-01-11,5.0,4.0,10.0,4.0,True
22.5,68.96551724137932,devin booker,Over,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,4.0,False
23.5,83.33333333333334,devin booker,Over,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,4.0,False
24.5,105.0,devin booker,Over,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,2.0,False
9.5,64.51612903225806,eric gordon,Over,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,7.0,False
10.5,80.0,eric gordon,Over,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,7.0,False
11.5,115.0,eric gordon,Over,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,7.0,False
11.5,76.92307692307693,grayson allen,Over,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,6.0,False
12.5,100.0,grayson allen,Over,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,5.0,False
13.5,130.0,grayson allen,Over,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,5.0,False
3.5,64.51612903225806,jarred vanderbilt,Over,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,5.0,True
4.5,120.0,jarred vanderbilt,Over,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,3.0,True
10.5,66.66666666666666,jusuf nurkic,Over,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,4.0,False
11.5,80.0,jusuf nurkic,Over,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,4.0,False
12.5,110.0,jusuf nurkic,Over,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,4.0,False
25.5,68.96551724137932,kevin durant,Over,Total Points,PHX,LAL,2024-01-11,3.0,3.0,10.0,7.0,False
26.5,80.0,kevin durant,Over,Total Points,PHX,LAL,2024-01-11,3.0,3.0,10.0,7.0,False
27.5,95.23809523809524,kevin durant,Over,Total Points,PHX,LAL,2024-01-11,3.0,3.0,10.0,6.0,False
26.5,74.07407407407408,lebron james,Over,Total Points,PHX,LAL,2024-01-11,4.0,2.0,10.0,3.0,True
27.5,83.33333333333334,lebron james,Over,Total Points,PHX,LAL,2024-01-11,4.0,2.0,10.0,3.0,True
28.5,105.0,lebron james,Over,Total Points,PHX,LAL,2024-01-11,4.0,2.0,10.0,3.0,True
9.5,66.66666666666666,taurean prince,Over,Total Points,PHX,LAL,2024-01-11,3.0,0.0,10.0,7.0,True
10.5,76.92307692307693,taurean prince,Over,Total Points,PHX,LAL,2024-01-11,3.0,0.0,10.0,5.0,True
11.5,110.0,taurean prince,Over,Total Points,PHX,LAL,2024-01-11,3.0,0.0,10.0,4.0,True
28.5,100.0,anthony davis,Under,Total Points,PHX,LAL,2024-01-11,6.0,4.0,10.0,4.0,True
29.5,83.33333333333334,anthony davis,Under,Total Points,PHX,LAL,2024-01-11,6.0,4.0,10.0,5.0,True
30.5,74.07407407407408,anthony davis,Under,Total Points,PHX,LAL,2024-01-11,6.0,5.0,10.0,5.0,True
15.5,115.0,austin reaves,Under,Total Points,PHX,LAL,2024-01-11,6.0,3.0,10.0,5.0,True
16.5,86.95652173913044,austin reaves,Under,Total Points,PHX,LAL,2024-01-11,6.0,3.0,10.0,6.0,True
17.5,74.07407407407408,austin reaves,Under,Total Points,PHX,LAL,2024-01-11,6.0,3.0,10.0,6.0,True
17.5,110.0,bradley beal,Under,Total Points,PHX,LAL,2024-01-11,1.0,0.0,10.0,6.0,False
18.5,83.33333333333334,bradley beal,Under,Total Points,PHX,LAL,2024-01-11,1.0,0.0,10.0,6.0,False
19.5,68.96551724137932,bradley beal,Under,Total Points,PHX,LAL,2024-01-11,1.0,0.0,10.0,6.0,False
6.5,115.0,cam reddish,Under,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,5.0,True
7.5,76.92307692307693,cam reddish,Under,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,6.0,True
8.5,58.82352941176471,cam reddish,Under,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,8.0,True
10.5,115.0,d'angelo russell,Under,Total Points,PHX,LAL,2024-01-11,5.0,1.0,10.0,4.0,True
11.5,86.95652173913044,d'angelo russell,Under,Total Points,PHX,LAL,2024-01-11,5.0,1.0,10.0,5.0,True
12.5,68.96551724137932,d'angelo russell,Under,Total Points,PHX,LAL,2024-01-11,5.0,1.0,10.0,6.0,True
22.5,115.0,devin booker,Under,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,6.0,False
23.5,90.9090909090909,devin booker,Under,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,6.0,False
24.5,75.75757575757575,devin booker,Under,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,8.0,False
9.5,125.0,eric gordon,Under,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,3.0,False
10.5,95.23809523809524,eric gordon,Under,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,3.0,False
11.5,68.96551724137932,eric gordon,Under,Total Points,PHX,LAL,2024-01-11,3.0,1.0,10.0,3.0,False
11.5,100.0,grayson allen,Under,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,4.0,False
12.5,76.92307692307693,grayson allen,Under,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,5.0,False
13.5,62.5,grayson allen,Under,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,5.0,False
3.5,125.0,jarred vanderbilt,Under,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,5.0,True
4.5,66.66666666666666,jarred vanderbilt,Under,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,7.0,True
10.5,120.0,jusuf nurkic,Under,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,6.0,False
11.5,95.23809523809524,jusuf nurkic,Under,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,6.0,False
12.5,74.07407407407408,jusuf nurkic,Under,Total Points,PHX,LAL,2024-01-11,3.0,2.0,10.0,6.0,False
25.5,115.0,kevin durant,Under,Total Points,PHX,LAL,2024-01-11,3.0,0.0,10.0,3.0,False
26.5,95.23809523809524,kevin durant,Under,Total Points,PHX,LAL,2024-01-11,3.0,0.0,10.0,3.0,False
27.5,80.0,kevin durant,Under,Total Points,PHX,LAL,2024-01-11,3.0,0.0,10.0,4.0,False
26.5,110.0,lebron james,Under,Total Points,PHX,LAL,2024-01-11,4.0,2.0,10.0,7.0,True
27.5,90.9090909090909,lebron james,Under,Total Points,PHX,LAL,2024-01-11,4.0,2.0,10.0,7.0,True
28.5,75.75757575757575,lebron james,Under,Total Points,PHX,LAL,2024-01-11,4.0,2.0,10.0,7.0,True
9.5,120.0,taurean prince,Under,Total Points,PHX,LAL,2024-01-11,3.0,3.0,10.0,3.0,True
10.5,100.0,taurean prince,Under,Total Points,PHX,LAL,2024-01-11,3.0,3.0,10.0,5.0,True
11.5,74.07407407407408,taurean prince,Under,Total Points,PHX,LAL,2024-01-11,3.0,3.0,10.0,6.0,True
11.5,74.07407407407408,taurean prince,Under,Total Points,PHX,LAL,2024-01-11,3.0,3.0,10.0,6.0,True
42.5,90.9090909090909,anthony davis,Over,Total Points And Rebounds,PHX,LAL,2024-01-11,6.0,1.0,10.0,4.0,True
20.5,80.0,austin reaves,Over,Total Points And Rebounds,PHX,LAL,2024-01-11,6.0,3.0,10.0,4.0,True
22.5,83.33333333333334,bradley beal,Over,Total Points And Rebounds,PHX,LAL,2024-01-11,1.0,1.0,10.0,4.0,False
9.5,83.33333333333334,cam reddish,Over,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,1.0,10.0,4.0,True
13.5,76.92307692307693,d'angelo russell,Over,Total Points And Rebounds,PHX,LAL,2024-01-11,5.0,4.0,10.0,4.0,True
28.5,86.95652173913044,devin booker,Over,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,3.0,10.0,2.0,False
12.5,80.0,eric gordon,Over,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,2.0,10.0,7.0,False
16.5,100.0,grayson allen,Over,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,2.0,10.0,5.0,False
8.5,80.0,jarred vanderbilt,Over,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,1.0,10.0,4.0,True
21.5,86.95652173913044,jusuf nurkic,Over,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,1.0,10.0,6.0,False
33.5,83.33333333333334,kevin durant,Over,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,3.0,10.0,5.0,False
34.5,80.0,lebron james,Over,Total Points And Rebounds,PHX,LAL,2024-01-11,4.0,2.0,10.0,4.0,True
13.5,76.92307692307693,taurean prince,Over,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,0.0,10.0,6.0,True
42.5,83.33333333333334,anthony davis,Under,Total Points And Rebounds,PHX,LAL,2024-01-11,6.0,5.0,10.0,6.0,True
20.5,95.23809523809524,austin reaves,Under,Total Points And Rebounds,PHX,LAL,2024-01-11,6.0,3.0,10.0,6.0,True
22.5,90.9090909090909,bradley beal,Under,Total Points And Rebounds,PHX,LAL,2024-01-11,1.0,0.0,10.0,6.0,False
9.5,90.9090909090909,cam reddish,Under,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,2.0,10.0,6.0,True
13.5,100.0,d'angelo russell,Under,Total Points And Rebounds,PHX,LAL,2024-01-11,5.0,1.0,10.0,6.0,True
28.5,86.95652173913044,devin booker,Under,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,0.0,10.0,8.0,False
12.5,95.23809523809524,eric gordon,Under,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,1.0,10.0,3.0,False
16.5,76.92307692307693,grayson allen,Under,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,1.0,10.0,5.0,False
8.5,95.23809523809524,jarred vanderbilt,Under,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,2.0,10.0,6.0,True
21.5,86.95652173913044,jusuf nurkic,Under,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,2.0,10.0,4.0,False
33.5,90.9090909090909,kevin durant,Under,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,0.0,10.0,5.0,False
34.5,95.23809523809524,lebron james,Under,Total Points And Rebounds,PHX,LAL,2024-01-11,4.0,2.0,10.0,6.0,True
13.5,100.0,taurean prince,Under,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,3.0,10.0,4.0,True
13.5,100.0,taurean prince,Under,Total Points And Rebounds,PHX,LAL,2024-01-11,3.0,3.0,10.0,4.0,True
11.5,58.82352941176471,anthony davis,Over,Total Rebounds,PHX,LAL,2024-01-11,6.0,4.0,10.0,3.0,True
12.5,83.33333333333334,anthony davis,Over,Total Rebounds,PHX,LAL,2024-01-11,6.0,3.0,10.0,3.0,True
13.5,125.0,anthony davis,Over,Total Rebounds,PHX,LAL,2024-01-11,6.0,3.0,10.0,2.0,True
3.5,58.82352941176471,austin reaves,Over,Total Rebounds,PHX,LAL,2024-01-11,6.0,2.0,10.0,4.0,True
4.5,120.0,austin reaves,Over,Total Rebounds,PHX,LAL,2024-01-11,6.0,1.0,10.0,4.0,True
4.5,115.0,bradley beal,Over,Total Rebounds,PHX,LAL,2024-01-11,1.0,0.0,10.0,3.0,False
2.5,125.0,cam reddish,Over,Total Rebounds,PHX,LAL,2024-01-11,3.0,1.0,10.0,4.0,True
2.5,125.0,d'angelo russell,Over,Total Rebounds,PHX,LAL,2024-01-11,5.0,3.0,10.0,4.0,True
4.5,83.33333333333334,devin booker,Over,Total Rebounds,PHX,LAL,2024-01-11,3.0,2.0,10.0,2.0,False
1.5,58.82352941176471,eric gordon,Over,Total Rebounds,PHX,LAL,2024-01-11,3.0,3.0,10.0,6.0,False
3.5,68.96551724137932,grayson allen,Over,Total Rebounds,PHX,LAL,2024-01-11,3.0,2.0,10.0,6.0,False
4.5,145.0,grayson allen,Over,Total Rebounds,PHX,LAL,2024-01-11,3.0,2.0,10.0,0.0,False
4.5,86.95652173913044,jarred vanderbilt,Over,Total Rebounds,PHX,LAL,2024-01-11,3.0,1.0,10.0,6.0,True
8.5,58.82352941176471,jusuf nurkic,Over,Total Rebounds,PHX,LAL,2024-01-11,3.0,2.0,10.0,7.0,False
9.5,80.0,jusuf nurkic,Over,Total Rebounds,PHX,LAL,2024-01-11,3.0,0.0,10.0,6.0,False
10.5,130.0,jusuf nurkic,Over,Total Rebounds,PHX,LAL,2024-01-11,3.0,0.0,10.0,5.0,False
6.5,83.33333333333334,kevin durant,Over,Total Rebounds,PHX,LAL,2024-01-11,3.0,3.0,10.0,5.0,False
7.5,150.0,kevin durant,Over,Total Rebounds,PHX,LAL,2024-01-11,3.0,2.0,10.0,3.0,False
6.5,66.66666666666666,lebron james,Over,Total Rebounds,PHX,LAL,2024-01-11,4.0,3.0,10.0,4.0,True
7.5,120.0,lebron james,Over,Total Rebounds,PHX,LAL,2024-01-11,4.0,3.0,10.0,3.0,True
2.5,58.82352941176471,taurean prince,Over,Total Rebounds,PHX,LAL,2024-01-11,3.0,1.0,10.0,6.0,True
3.5,135.0,taurean prince,Over,Total Rebounds,PHX,LAL,2024-01-11,3.0,0.0,10.0,5.0,True
11.5,135.0,anthony davis,Under,Total Rebounds,PHX,LAL,2024-01-11,6.0,2.0,10.0,7.0,True
12.5,90.9090909090909,anthony davis,Under,Total Rebounds,PHX,LAL,2024-01-11,6.0,3.0,10.0,7.0,True
13.5,64.51612903225806,anthony davis,Under,Total Rebounds,PHX,LAL,2024-01-11,6.0,3.0,10.0,8.0,True
3.5,135.0,austin reaves,Under,Total Rebounds,PHX,LAL,2024-01-11,6.0,4.0,10.0,6.0,True
4.5,66.66666666666666,austin reaves,Under,Total Rebounds,PHX,LAL,2024-01-11,6.0,5.0,10.0,6.0,True
3.5,140.0,bradley beal,Under,Total Rebounds,PHX,LAL,2024-01-11,1.0,0.0,10.0,6.0,False
4.5,68.96551724137932,bradley beal,Under,Total Rebounds,PHX,LAL,2024-01-11,1.0,1.0,10.0,7.0,False
2.5,64.51612903225806,cam reddish,Under,Total Rebounds,PHX,LAL,2024-01-11,3.0,2.0,10.0,6.0,True
2.5,64.51612903225806,d'angelo russell,Under,Total Rebounds,PHX,LAL,2024-01-11,5.0,2.0,10.0,6.0,True
4.5,90.9090909090909,devin booker,Under,Total Rebounds,PHX,LAL,2024-01-11,3.0,1.0,10.0,8.0,False
1.5,135.0,eric gordon,Under,Total Rebounds,PHX,LAL,2024-01-11,3.0,0.0,10.0,4.0,False
3.5,115.0,grayson allen,Under,Total Rebounds,PHX,LAL,2024-01-11,3.0,1.0,10.0,4.0,False
4.5,86.95652173913044,jarred vanderbilt,Under,Total Rebounds,PHX,LAL,2024-01-11,3.0,2.0,10.0,4.0,True
8.5,135.0,jusuf nurkic,Under,Total Rebounds,PHX,LAL,2024-01-11,3.0,1.0,10.0,3.0,False
9.5,95.23809523809524,jusuf nurkic,Under,Total Rebounds,PHX,LAL,2024-01-11,3.0,3.0,10.0,4.0,False
10.5,62.5,jusuf nurkic,Under,Total Rebounds,PHX,LAL,2024-01-11,3.0,3.0,10.0,5.0,False
6.5,90.9090909090909,kevin durant,Under,Total Rebounds,PHX,LAL,2024-01-11,3.0,0.0,10.0,5.0,False
6.5,115.0,lebron james,Under,Total Rebounds,PHX,LAL,2024-01-11,4.0,1.0,10.0,6.0,True
7.5,66.66666666666666,lebron james,Under,Total Rebounds,PHX,LAL,2024-01-11,4.0,1.0,10.0,7.0,True
2.5,135.0,taurean prince,Under,Total Rebounds,PHX,LAL,2024-01-11,3.0,2.0,10.0,4.0,True
3.5,58.82352941176471,taurean prince,Under,Total Rebounds,PHX,LAL,2024-01-11,3.0,3.0,10.0,5.0,True
1.5,130.0,anthony davis,Over,Total Steals,PHX,LAL,2024-01-11,6.0,2.0,10.0,4.0,True
0.5,80.0,d'angelo russell,Over,Total Steals,PHX,LAL,2024-01-11,5.0,2.0,10.0,5.0,True
0.5,62.5,eric gordon,Over,Total Steals,PHX,LAL,2024-01-11,3.0,2.0,10.0,5.0,False
1.5,140.0,grayson allen,Over,Total Steals,PHX,LAL,2024-01-11,3.0,1.0,10.0,4.0,False
0.5,80.0,jarred vanderbilt,Over,Total Steals,PHX,LAL,2024-01-11,3.0,2.0,10.0,7.0,True
0.5,58.82352941176471,jusuf nurkic,Over,Total Steals,PHX,LAL,2024-01-11,3.0,3.0,10.0,6.0,False
1.5,125.0,lebron james,Over,Total Steals,PHX,LAL,2024-01-11,4.0,2.0,10.0,3.0,True
1.5,110.0,taurean prince,Over,Total Steals,PHX,LAL,2024-01-11,3.0,1.0,10.0,5.0,True
1.5,62.5,anthony davis,Under,Total Steals,PHX,LAL,2024-01-11,6.0,4.0,10.0,6.0,True
0.5,140.0,austin reaves,Under,Total Steals,PHX,LAL,2024-01-11,6.0,2.0,10.0,4.0,True
0.5,95.23809523809524,d'angelo russell,Under,Total Steals,PHX,LAL,2024-01-11,5.0,3.0,10.0,5.0,True
0.5,130.0,eric gordon,Under,Total Steals,PHX,LAL,2024-01-11,3.0,1.0,10.0,5.0,False
0.5,95.23809523809524,jarred vanderbilt,Under,Total Steals,PHX,LAL,2024-01-11,3.0,1.0,10.0,3.0,True
0.5,135.0,jusuf nurkic,Under,Total Steals,PHX,LAL,2024-01-11,3.0,0.0,10.0,4.0,False
1.5,64.51612903225806,lebron james,Under,Total Steals,PHX,LAL,2024-01-11,4.0,2.0,10.0,7.0,True
1.5,74.07407407407408,taurean prince,Under,Total Steals,PHX,LAL,2024-01-11,3.0,2.0,10.0,5.0,True
0.5,135.0,anthony davis,Over,Total Threes Made,PHX,LAL,2024-01-11,6.0,1.0,10.0,5.0,True
1.5,75.75757575757575,austin reaves,Over,Total Threes Made,PHX,LAL,2024-01-11,6.0,2.0,10.0,4.0,True
1.5,66.66666666666666,d'angelo russell,Over,Total Threes Made,PHX,LAL,2024-01-11,5.0,3.0,10.0,6.0,True
2.5,135.0,devin booker,Over,Total Threes Made,PHX,LAL,2024-01-11,3.0,0.0,10.0,3.0,False
2.5,135.0,eric gordon,Over,Total Threes Made,PHX,LAL,2024-01-11,3.0,1.0,10.0,3.0,False
2.5,95.23809523809524,grayson allen,Over,Total Threes Made,PHX,LAL,2024-01-11,3.0,1.0,10.0,4.0,False
0.5,120.0,jusuf nurkic,Over,Total Threes Made,PHX,LAL,2024-01-11,3.0,1.0,10.0,4.0,False
2.5,145.0,lebron james,Over,Total Threes Made,PHX,LAL,2024-01-11,4.0,2.0,10.0,3.0,True
2.5,83.33333333333334,taurean prince,Over,Total Threes Made,PHX,LAL,2024-01-11,3.0,0.0,10.0,6.0,True
0.5,58.82352941176471,anthony davis,Under,Total Threes Made,PHX,LAL,2024-01-11,6.0,5.0,10.0,5.0,True
1.5,105.0,austin reaves,Under,Total Threes Made,PHX,LAL,2024-01-11,6.0,4.0,10.0,6.0,True
1.5,120.0,d'angelo russell,Under,Total Threes Made,PHX,LAL,2024-01-11,5.0,2.0,10.0,4.0,True
2.5,58.82352941176471,devin booker,Under,Total Threes Made,PHX,LAL,2024-01-11,3.0,3.0,10.0,7.0,False
2.5,58.82352941176471,eric gordon,Under,Total Threes Made,PHX,LAL,2024-01-11,3.0,2.0,10.0,7.0,False
2.5,80.0,grayson allen,Under,Total Threes Made,PHX,LAL,2024-01-11,3.0,2.0,10.0,6.0,False
0.5,66.66666666666666,jusuf nurkic,Under,Total Threes Made,PHX,LAL,2024-01-11,3.0,2.0,10.0,6.0,False
1.5,140.0,kevin durant,Under,Total Threes Made,PHX,LAL,2024-01-11,3.0,1.0,10.0,4.0,False
1.5,150.0,lebron james,Under,Total Threes Made,PHX,LAL,2024-01-11,4.0,1.0,10.0,5.0,True
2.5,90.9090909090909,taurean prince,Under,Total Threes Made,PHX,LAL,2024-01-11,3.0,3.0,10.0,4.0,True
2.5,95.23809523809524,anthony davis,Over,Total Turnovers,PHX,LAL,2024-01-11,6.0,1.0,10.0,6.0,True
1.5,68.96551724137932,austin reaves,Over,Total Turnovers,PHX,LAL,2024-01-11,6.0,4.0,10.0,4.0,True
2.5,130.0,bradley beal,Over,Total Turnovers,PHX,LAL,2024-01-11,1.0,0.0,10.0,3.0,False
1.5,105.0,d'angelo russell,Over,Total Turnovers,PHX,LAL,2024-01-11,5.0,3.0,10.0,5.0,True
2.5,62.5,devin booker,Over,Total Turnovers,PHX,LAL,2024-01-11,3.0,3.0,10.0,5.0,False
1.5,125.0,grayson allen,Over,Total Turnovers,PHX,LAL,2024-01-11,3.0,1.0,10.0,4.0,False
0.5,105.0,jarred vanderbilt,Over,Total Turnovers,PHX,LAL,2024-01-11,3.0,2.0,10.0,5.0,True
1.5,110.0,jusuf nurkic,Over,Total Turnovers,PHX,LAL,2024-01-11,3.0,3.0,10.0,6.0,False
2.5,76.92307692307693,kevin durant,Over,Total Turnovers,PHX,LAL,2024-01-11,3.0,3.0,10.0,5.0,False
3.5,105.0,lebron james,Over,Total Turnovers,PHX,LAL,2024-01-11,4.0,3.0,10.0,4.0,True
2.5,80.0,anthony davis,Under,Total Turnovers,PHX,LAL,2024-01-11,6.0,5.0,10.0,4.0,True
1.5,115.0,austin reaves,Under,Total Turnovers,PHX,LAL,2024-01-11,6.0,2.0,10.0,6.0,True
2.5,62.5,bradley beal,Under,Total Turnovers,PHX,LAL,2024-01-11,1.0,1.0,10.0,7.0,False
1.5,75.75757575757575,d'angelo russell,Under,Total Turnovers,PHX,LAL,2024-01-11,5.0,2.0,10.0,5.0,True
2.5,130.0,devin booker,Under,Total Turnovers,PHX,LAL,2024-01-11,3.0,0.0,10.0,5.0,False
1.5,64.51612903225806,grayson allen,Under,Total Turnovers,PHX,LAL,2024-01-11,3.0,2.0,10.0,6.0,False
0.5,75.75757575757575,jarred vanderbilt,Under,Total Turnovers,PHX,LAL,2024-01-11,3.0,1.0,10.0,5.0,True
1.5,74.07407407407408,jusuf nurkic,Under,Total Turnovers,PHX,LAL,2024-01-11,3.0,0.0,10.0,4.0,False
2.5,100.0,kevin durant,Under,Total Turnovers,PHX,LAL,2024-01-11,3.0,0.0,10.0,5.0,False
3.5,75.75757575757575,lebron james,Under,Total Turnovers,PHX,LAL,2024-01-11,4.0,1.0,10.0,6.0,True
1.5,95.23809523809524,aaron nesmith,Over,Total Assists,IND,ATL,2024-01-12,4.0,3.0,10.0,6.0,False
6.5,68.96551724137932,andrew nembhard,Over,Total Assists,IND,ATL,2024-01-12,3.0,0.0,10.0,0.0,False
7.5,120.0,andrew nembhard,Over,Total Assists,IND,ATL,2024-01-12,3.0,0.0,10.0,0.0,False
1.5,68.96551724137932,bennedict mathurin,Over,Total Assists,IND,ATL,2024-01-12,5.0,3.0,10.0,4.0,False
2.5,75.75757575757575,bogdan bogdanovic,Over,Total Assists,IND,ATL,2024-01-12,5.0,2.0,10.0,7.0,True
3.5,90.9090909090909,bruce brown,Over,Total Assists,IND,ATL,2024-01-12,2.0,0.0,10.0,3.0,True
1.5,76.92307692307693,buddy hield,Over,Total Assists,IND,ATL,2024-01-12,5.0,3.0,10.0,5.0,False
4.5,66.66666666666666,dejounte murray,Over,Total Assists,IND,ATL,2024-01-12,5.0,3.0,10.0,4.0,True
5.5,125.0,dejounte murray,Over,Total Assists,IND,ATL,2024-01-12,5.0,2.0,10.0,2.0,True
3.5,90.9090909090909,jalen johnson,Over,Total Assists,IND,ATL,2024-01-12,4.0,2.0,10.0,6.0,True
1.5,95.23809523809524,jalen smith,Over,Total Assists,IND,ATL,2024-01-12,5.0,2.0,10.0,4.0,False
